dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1-2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,crm_cd_2,crm_cd_3,crm_cd_4,location,cross_street,lat,lon,year_occ,month_occ
200604861,2020-01-20,2020-01-20,02:10:00,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0216,35,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,930.0,998.0,HOLLYWOOD,VINE,34.1016,-118.3267,2020,1
200304189,2020-01-02,2020-01-02,01:00:00,3,Southwest,393,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 1813 1309 1243 0421,38,F,B,710,OTHER PREMISE,511.0,VERBAL THREAT,AO,Adult Other,930.0,998.0,930.0,998.0,4200    GARTHWAITE                   AV,VINE,34.0071,-118.326,2020,1
201307077,2020-02-24,2020-02-14,00:40:00,13,Newton,1371,2,886,DISTURBING THE PEACE,1259 1251 0416,15,F,H,253,MORTUARY,511.0,VERBAL THREAT,IC,Invest Cont,886.0,998.0,930.0,998.0,5700 S  BROADWAY,VINE,33.9906,-118.2783,2020,2
200404296,2020-01-08,2020-01-07,15:30:00,4,Hollenbeck,437,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,203,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,740.0,998.0,930.0,998.0,4500    VALLEY                       BL,VINE,34.0627,-118.1869,2020,1
200209181,2020-04-20,2020-04-20,16:10:00,2,Rampart,256,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0334 0432 2004 1822 1266 0601 2001,33,M,H,102,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230.0,998.0,930.0,998.0,WILSHIRE,BURLINGTON                   ST,34.0564,-118.2725,2020,4
201007567,2020-03-26,2020-03-26,18:40:00,10,West Valley,1047,2,888,TRESPASSING,1822 2026 1202,66,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,888.0,998.0,930.0,998.0,5500    EDWARD E HORTON              LN,BURLINGTON                   ST,34.1719,-118.5055,2020,3
200505250,2020-01-30,2020-01-30,16:00:00,5,Harbor,525,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1243 2000 0416 1814 2026 0913 1260,39,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,998.0,930.0,998.0,500 N  AVALON                       BL,BURLINGTON                   ST,33.7739,-118.2678,2020,1
200605740,2020-02-06,2020-02-06,07:20:00,6,Hollywood,646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1606,0,X,X,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,341.0,998.0,930.0,998.0,6500    HOLLYWOOD                    BL,BURLINGTON                   ST,34.1016,-118.331,2020,2
200416028,2020-12-17,2020-12-17,15:25:00,4,Hollenbeck,473,2,900,VIOLATION OF COURT ORDER,2038 0913 0361,65,M,H,504,OTHER RESIDENCE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,900.0,998.0,930.0,998.0,2400 E  7TH                          ST,BURLINGTON                   ST,0.0,0.0,2020,12
200109244,2020-03-16,2020-03-14,20:00:00,1,Central,147,1,210,ROBBERY,0344 0416 0334 1822 1281 0302 1218,48,M,B,102,SIDEWALK,102.0,HAND GUN,IC,Invest Cont,210.0,998.0,930.0,998.0,SAN PEDRO                    ST,5TH                          ST,34.0442,-118.2439,2020,3
201116336,2020-12-05,2020-10-23,20:00:00,11,Northeast,1138,1,761,BRANDISH WEAPON,0334 1822,25,M,H,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761.0,998.0,930.0,998.0,PIEDMONT,AVENUE 61,34.1131,-118.1894,2020,10
201114782,2020-10-17,2020-10-16,18:05:00,11,Northeast,1115,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1309,50,M,W,108,PARKING LOT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,740.0,998.0,930.0,998.0,2200    COLORADO                     BL,AVENUE 61,34.1391,-118.2141,2020,10
200310416,2020-04-24,2020-04-16,09:00:00,3,Southwest,337,2,354,THEFT OF IDENTITY,0100 1822 0928,45,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,354.0,998.0,930.0,998.0,3000    RAYMOND                      AV,AVENUE 61,34.0273,-118.2981,2020,4
200707342,2020-03-11,2020-03-10,15:15:00,7,Wilshire,702,1,310,BURGLARY,0344 1605 1501,41,M,W,501,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,310.0,998.0,930.0,998.0,700 N  SIERRA BONITA                AV,AVENUE 61,34.0837,-118.3543,2020,3
201014283,2020-10-21,2020-10-08,13:30:00,10,West Valley,1004,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606 1420 1202 1300 1309,66,M,H,108,PARKING LOT,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,331.0,998.0,930.0,998.0,7700    RESEDA                       BL,AVENUE 61,34.2102,-118.5361,2020,10
200414791,2020-11-11,2020-11-11,14:00:00,4,Hollenbeck,409,2,901,VIOLATION OF RESTRAINING ORDER,2038,37,F,H,501,SINGLE FAMILY DWELLING,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,901.0,998.0,930.0,998.0,5200    ALMONT                       ST,AVENUE 61,34.0911,-118.1678,2020,11
200408618,2020-05-07,2020-05-06,18:00:00,4,Hollenbeck,424,1,330,BURGLARY FROM VEHICLE,1302 0344,53,M,H,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,330.0,998.0,930.0,998.0,2100    PARKSIDE                     AV,AVENUE 61,34.0693,-118.2,2020,5
200407521,2020-04-02,2020-04-02,12:40:00,4,Hollenbeck,473,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1243 1814 0416 0334,21,F,H,504,OTHER RESIDENCE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,236.0,998.0,930.0,998.0,500 S  SAINT LOUIS                  ST,AVENUE 61,34.0405,-118.2165,2020,4
200208350,2020-03-30,2020-03-29,17:00:00,2,Rampart,289,1,510,VEHICLE - STOLEN,2000 0913 1243 1814 0416 0334,0,F,H,101,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,510.0,998.0,930.0,998.0,12TH,ALBANY,34.0449,-118.2731,2020,3
200414488,2020-10-30,2020-10-29,22:00:00,4,Hollenbeck,477,2,624,BATTERY - SIMPLE ASSAULT,1822 0446 0417,20,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,930.0,998.0,900    MARIETTA                     ST,ALBANY,34.0319,-118.2113,2020,10
200808302,2020-04-14,2020-04-14,19:30:00,8,West LA,838,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 0344 1822,22,M,W,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,341.0,998.0,930.0,998.0,10900    ROEBLING                     AV,ALBANY,34.0661,-118.4485,2020,4
200408755,2020-05-11,2020-05-11,20:30:00,4,Hollenbeck,455,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 1100 1259 0430 1822 0906,17,M,H,116,OTHER/OUTSIDE,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,998.0,930.0,998.0,700 N  STATE                        ST,ALBANY,34.0529,-118.2133,2020,5
200505068,2020-01-26,2020-01-26,10:00:00,5,Harbor,507,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0432 0444 0913 1241 1243 1813 2000,43,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,998.0,930.0,998.0,1300 W  SEPULVEDA                    BL,ALBANY,33.8204,-118.3037,2020,1
200614595,2020-08-24,2020-08-24,00:40:00,6,Hollywood,635,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1822 0329,44,M,W,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,930.0,998.0,6600    FRANKLIN                     AV,ALBANY,34.1079,-118.3337,2020,8
200615043,2020-09-06,2020-09-04,17:00:00,6,Hollywood,643,1,330,BURGLARY FROM VEHICLE,1300 1307 1601 1609 0329 0344 0352,58,M,W,123,PARKING UNDERGROUND/BUILDING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,998.0,930.0,998.0,7200 W  HOLLYWOOD                    BL,ALBANY,34.1016,-118.3471,2020,9
200616644,2020-10-13,2020-10-12,20:30:00,6,Hollywood,628,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1822,59,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,420.0,998.0,930.0,998.0,6200    HOLLY MONT                   DR,ALBANY,34.1086,-118.3236,2020,10
200216455,2020-10-21,2020-10-13,09:00:00,2,Rampart,201,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1822 1300,53,M,H,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,998.0,930.0,998.0,4300 W  MELROSE                      AV,ALBANY,34.0873,-118.296,2020,10
200712594,2020-08-09,2020-08-09,19:30:00,7,Wilshire,753,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1402,55,M,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740.0,998.0,930.0,998.0,5600 W  PICO                         BL,ALBANY,34.0537,-118.3619,2020,8
200915696,2020-10-09,2020-10-09,02:20:00,9,Van Nuys,941,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402 1822 0445 2004,59,M,B,101,STREET,312.0,PIPE/METAL PIPE,AO,Adult Other,230.0,998.0,930.0,998.0,AETNA,VAN NUYS,34.1802,-118.4487,2020,10
200108556,2020-03-05,2020-03-04,14:35:00,1,Central,185,1,330,BURGLARY FROM VEHICLE,1300 1822 1606 0386 0344,30,M,W,116,OTHER/OUTSIDE,312.0,PIPE/METAL PIPE,IC,Invest Cont,330.0,998.0,930.0,998.0,S  MAIN                         ST,W  OLYMPIC                      BL,34.0405,-118.2567,2020,3
200116354,2020-08-13,2020-08-13,14:25:00,1,Central,158,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0319 0443 0421,35,M,B,102,SIDEWALK,511.0,VERBAL THREAT,AO,Adult Other,930.0,998.0,930.0,998.0,800 E  6TH                          ST,W  OLYMPIC                      BL,34.0407,-118.2427,2020,8
200412172,2020-08-26,2020-08-26,10:30:00,4,Hollenbeck,449,2,624,BATTERY - SIMPLE ASSAULT,0562 0446,65,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,930.0,998.0,2800    GANAHL                       ST,W  OLYMPIC                      BL,34.0524,-118.1969,2020,8
200512111,2020-07-21,2020-07-21,19:00:00,5,Harbor,514,1,510,VEHICLE - STOLEN,0562 0446,0,F,H,121,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,510.0,998.0,930.0,998.0,1000 W  PAPEETE                      ST,W  OLYMPIC                      BL,33.7869,-118.2778,2020,7
201113064,2020-08-30,2020-08-30,15:00:00,11,Northeast,1152,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,51,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,998.0,930.0,998.0,1600    HILLHURST                    AV,W  OLYMPIC                      BL,34.1,-118.2874,2020,8
200708317,2020-04-16,2020-03-27,18:00:00,7,Wilshire,745,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,67,M,W,104,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,420.0,998.0,930.0,998.0,1000 S  COCHRAN                      AV,W  OLYMPIC                      BL,34.0549,-118.3501,2020,3
201015685,2020-12-02,2020-11-22,19:00:00,10,West Valley,1025,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1602 0385 1300 1202,64,M,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,331.0,998.0,930.0,998.0,ZELZAH                       AV,GAULT                        ST,34.1993,-118.5225,2020,11
200808801,2020-04-28,2020-04-23,10:30:00,8,West LA,848,2,662,"BUNCO, GRAND THEFT",0701 0800 1202 1822,81,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,662.0,998.0,930.0,998.0,2100    CENTURY PARK,GAULT                        ST,34.0585,-118.4119,2020,4
200212736,2020-07-19,2020-07-19,00:15:00,2,Rampart,235,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000 1814 0913 0432 1906,23,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,956.0,998.0,930.0,998.0,2400    COUNCIL                      ST,GAULT                        ST,34.0697,-118.273,2020,7
200515258,2020-10-14,2020-10-12,12:30:00,5,Harbor,516,2,624,BATTERY - SIMPLE ASSAULT,0416 0401 1822 0446 0917 2004,50,F,H,121,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,930.0,998.0,1100 N  AVALON                       BL,GAULT                        ST,33.7868,-118.2658,2020,10
200716781,2020-12-06,2020-12-06,12:30:00,7,Wilshire,702,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1402,26,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740.0,998.0,930.0,998.0,700 N  SIERRA BONITA                AV,GAULT                        ST,34.0837,-118.3543,2020,12
200304700,2020-01-12,2020-01-12,20:30:00,3,Southwest,351,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2050 0910 0344 0377 2052 2034,49,F,B,949,MTA - EXPO LINE - EXPO/LA BREA,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341.0,998.0,930.0,998.0,5000    EXPOSITION                   BL,GAULT                        ST,34.0247,-118.352,2020,1
200409594,2020-06-08,2020-06-06,20:00:00,4,Hollenbeck,428,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,35,F,B,707,GARAGE/CARPORT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745.0,998.0,930.0,998.0,4900    LYNNFIELD                    ST,GAULT                        ST,34.08,-118.1756,2020,6
200208066,2020-03-22,2020-03-22,04:40:00,2,Rampart,269,1,520,VEHICLE - ATTEMPT STOLEN,0351 1601 1300 1309 0329 0385 1822 0209 0216 0326,27,M,H,123,PARKING UNDERGROUND/BUILDING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,520.0,998.0,930.0,998.0,1300 W  7TH                          ST,GAULT                        ST,34.0523,-118.2676,2020,3
200618580,2020-11-28,2020-11-27,15:00:00,6,Hollywood,666,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0400 0443,53,F,B,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,930.0,998.0,6400    LEXINGTON                    AV,GAULT                        ST,34.0925,-118.3291,2020,11
200816680,2020-11-16,2020-11-15,19:00:00,8,West LA,827,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1202 1307 0329 1822,76,F,W,123,PARKING UNDERGROUND/BUILDING,511.0,VERBAL THREAT,IC,Invest Cont,740.0,998.0,930.0,998.0,500 S  BARRINGTON                   AV,GAULT                        ST,34.0604,-118.4684,2020,11
201212144,2020-05-04,2020-05-04,01:00:00,12,77th Street,1241,1,510,VEHICLE - STOLEN,1202 1307 0329 1822,0,F,W,101,STREET,511.0,VERBAL THREAT,AO,Adult Other,510.0,998.0,930.0,998.0,3200 W  63RD                         ST,GAULT                        ST,33.9829,-118.3294,2020,5
201219304,2020-08-26,2020-08-22,17:00:00,12,77th Street,1263,1,510,VEHICLE - STOLEN,1202 1307 0329 1822,0,F,W,101,STREET,511.0,VERBAL THREAT,AA,Adult Arrest,510.0,998.0,930.0,998.0,2000 W  84TH                         PL,GAULT                        ST,33.9618,-118.3156,2020,8
200317571,2020-09-19,2020-09-19,10:40:00,3,Southwest,353,1,210,ROBBERY,1822 0342 1100 0334 0302 0430 1300 1309 1407 1409,23,M,B,101,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,998.0,930.0,998.0,OBAMA                        BL,VIRGINIA                     RD,34.0215,-118.3393,2020,9
201109063,2020-05-06,2020-05-05,02:40:00,11,Northeast,1129,1,520,VEHICLE - ATTEMPT STOLEN,1612 1300,56,M,W,101,STREET,102.0,HAND GUN,IC,Invest Cont,520.0,998.0,930.0,998.0,CRESCENT                     ST,AVENUE 65,34.1164,-118.1776,2020,5
200109962,2020-04-02,2020-03-26,10:30:00,1,Central,111,1,330,BURGLARY FROM VEHICLE,1822 1605 0344,33,M,W,101,STREET,102.0,HAND GUN,IC,Invest Cont,330.0,998.0,930.0,998.0,700 N  FIGUEROA                     ST,AVENUE 65,34.0635,-118.2458,2020,3
201307804,2020-03-09,2020-01-27,21:40:00,13,Newton,1375,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1300 0302 0421 0334,37,F,H,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,230.0,998.0,930.0,998.0,1100 E  53RD                         ST,AVENUE 65,33.9948,-118.2565,2020,1
201214594,2020-06-13,2020-06-12,22:15:00,12,77th Street,1267,1,330,BURGLARY FROM VEHICLE,1822 0344,66,M,B,122,"VEHICLE, PASSENGER/TRUCK",109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,330.0,998.0,930.0,998.0,500 W  83RD                         ST,AVENUE 65,33.9632,-118.2827,2020,6
200716734,2020-12-05,2020-12-05,09:15:00,7,Wilshire,765,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1309 0443,59,F,W,108,PARKING LOT,511.0,VERBAL THREAT,IC,Invest Cont,930.0,998.0,930.0,998.0,VENICE                       BL,RIMPAU,34.0467,-118.3406,2020,12
201212831,2020-05-15,2020-05-04,07:00:00,12,77th Street,1239,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0321,57,M,B,720,JUNIOR HIGH SCHOOL,511.0,VERBAL THREAT,IC,Invest Cont,740.0,998.0,930.0,998.0,5900 S  VERMONT                      AV,RIMPAU,33.9875,-118.2915,2020,5
200906646,2020-02-28,2020-02-27,10:30:00,9,Van Nuys,991,1,310,BURGLARY,0344 1606,44,M,W,501,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,310.0,998.0,930.0,998.0,15100    ENCANTO                      DR,RIMPAU,34.1466,-118.462,2020,2
200816285,2020-11-11,2020-11-10,17:00:00,8,West LA,897,1,310,BURGLARY,1822 0344 0397 1602 0352 1402 1267,31,M,W,707,GARAGE/CARPORT,511.0,VERBAL THREAT,IC,Invest Cont,310.0,998.0,930.0,998.0,3300 S  BEVERLY                      DR,RIMPAU,34.031,-118.3989,2020,11
200616417,2020-10-08,2020-10-08,02:30:00,6,Hollywood,648,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1501 1218,34,M,W,101,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,230.0,998.0,930.0,998.0,5700 W  HOLLYWOOD                    BL,RIMPAU,34.1017,-118.3141,2020,10
201014150,2020-10-17,2020-10-10,00:01:00,10,West Valley,1006,2,354,THEFT OF IDENTITY,1822 0922 0929,29,F,O,501,SINGLE FAMILY DWELLING,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,354.0,998.0,930.0,998.0,7800    TEXHOMA                      AV,RIMPAU,34.212,-118.5154,2020,10
200212614,2020-07-16,2020-04-21,09:00:00,2,Rampart,233,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1822 0922 0929,0,F,O,101,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,420.0,998.0,930.0,998.0,100 N  RAMPART                      BL,RIMPAU,34.0695,-118.2768,2020,4
200605329,2020-01-29,2020-01-25,14:00:00,6,Hollywood,647,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,75,F,A,735,NIGHT CLUB (OPEN EVENINGS ONLY),114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,440.0,998.0,930.0,998.0,1600 N  EL CENTRO                    AV,RIMPAU,34.0998,-118.3237,2020,1
200706186,2020-02-16,2020-02-14,16:15:00,7,Wilshire,782,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0394 1822,32,M,W,203,OTHER BUSINESS,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,341.0,998.0,930.0,998.0,1900 S  LA CIENEGA                   BL,RIMPAU,34.0426,-118.3764,2020,2
200815198,2020-10-09,2020-10-09,13:30:00,8,West LA,827,2,624,BATTERY - SIMPLE ASSAULT,1822 0421,29,F,W,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,998.0,930.0,998.0,11700    SAN VICENTE                  BL,RIMPAU,34.0536,-118.4662,2020,10
201218195,2020-08-09,2020-08-09,02:00:00,12,77th Street,1256,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0400 0416 2000 1814 0913 0429 0344 0445 0419,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,998.0,930.0,998.0,700 W  74TH                         ST,RIMPAU,33.9727,-118.2846,2020,8
200408096,2020-04-22,2020-04-22,19:00:00,4,Hollenbeck,471,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 2004 1822 0411,32,M,H,101,STREET,205.0,KITCHEN KNIFE,AA,Adult Arrest,230.0,998.0,930.0,998.0,6TH,ANDERSON,34.0391,-118.2236,2020,4
200508431,2020-04-18,2020-04-18,22:00:00,5,Harbor,515,2,946,OTHER MISCELLANEOUS CRIME,0913 1243 1813,58,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,IC,Invest Cont,946.0,998.0,930.0,998.0,1600    WILMINGTON                   BL,ANDERSON,33.7951,-118.2752,2020,4
201219454,2020-08-28,2020-08-28,00:20:00,12,77th Street,1259,2,888,TRESPASSING,1402 1202 1822 0342,68,F,B,501,SINGLE FAMILY DWELLING,205.0,KITCHEN KNIFE,IC,Invest Cont,888.0,998.0,930.0,998.0,700 E  76TH                         ST,ANDERSON,33.9712,-118.263,2020,8
201219885,2020-09-03,2020-09-03,08:35:00,12,77th Street,1253,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0913 2021 1202 0416 0432 0421 0319,81,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,930.0,930.0,998.0,7200 S  HARVARD                      BL,ANDERSON,33.9741,-118.3068,2020,9
200913371,2020-08-10,2020-03-20,06:00:00,9,Van Nuys,911,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,0,M,X,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,845.0,930.0,930.0,998.0,15300    SHERMAN                      WY,ANDERSON,34.2011,-118.4669,2020,3
200909092,2020-04-29,2020-04-27,21:00:00,9,Van Nuys,919,1,330,BURGLARY FROM VEHICLE,1609 0344 1300,54,M,B,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,330.0,930.0,930.0,998.0,13600    SHERMAN                      WY,ANDERSON,34.2012,-118.4294,2020,4
200717236,2020-12-18,2020-12-18,11:00:00,7,Wilshire,752,1,320,"BURGLARY, ATTEMPTED",1822 1602 0397 0329,84,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,320.0,930.0,930.0,998.0,1200    ALVIRA                       ST,ANDERSON,34.0532,-118.3729,2020,12
200115046,2020-07-19,2020-07-19,14:25:00,1,Central,166,2,624,BATTERY - SIMPLE ASSAULT,1218 0356 0305 0344 0416 1822,54,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,930.0,930.0,998.0,7TH                          ST,SAN PEDRO                    ST,34.0412,-118.2474,2020,7
200319472,2020-10-27,2020-10-27,13:30:00,3,Southwest,314,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1236 1307 0329 0913,18,M,B,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,740.0,930.0,930.0,998.0,3900 W  ADAMS                        BL,SAN PEDRO                    ST,34.0326,-118.3284,2020,10
200610699,2020-05-27,2020-05-24,17:30:00,6,Hollywood,648,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,24,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440.0,930.0,930.0,998.0,5600    CARLTON                      WY,SAN PEDRO                    ST,34.1005,-118.3115,2020,5
